temp_2013,temp_2014,temp_2015,irrad_2013,irrad_2014,irrad_2015
35.3,41.3,36.7,197,436,282
35.7,43.2,40.2,208,457,378
36.1,44.6,42.8,220,485,326
36.4,46.2,43.1,244,508,319
37.2,47.8,43.2,263,532,321
37.9,48.9,43.2,287,545,315
38.6,49.8,43.3,301,566,315
39.2,50.1,42.8,312,615,258
39.9,51.3,42.7,325,630,294
40.4,51.8,42.7,345,624,294
40.7,52.1,43.7,362,643,357
41.2,52.5,44.4,361,589,362
41.2,53.2,45,361,661,347
41.6,52.3,45.5,356,482,431
41.4,52.5,46.8,348,569,446
41,53.5,47.9,356,732,359
41.2,55.6,47.2,370,807,328
41.9,57.6,46.2,404,835,363
43.1,59.4,46.6,445,847,507
44.5,57.8,48.3,491,497,542
45,55.9,50.7,490,720,623
46,56.7,51.8,505,731,572
46.9,58.3,52,506,767,596
47.9,57.8,53.2,574,739,604
48.8,59.9,52.8,575,867,507
49.4,60.3,51,580,812,497
50.1,61.8,51,552,977,517
50.2,64.1,53.3,559,996,517
49.8,64.7,53.7,566,830,583
50,62.5,54.4,608,677,576
51,61.2,54.4,582,897,576
50.6,64,60.9,548,1009,1044
50,66.2,60.9,564,925,565
48.9,66,63.1,603,940,607
48.8,66.4,58.8,593,1055,607
49.6,67.9,59.9,705,1068,734
52.1,67.9,57.8,820,1078,630
54.4,69.3,57.3,843,1065,503
55.8,69.3,57.3,778,1098,503
56.8,70.5,53.1,953,1099,647
57.1,69.4,55.7,870,920,671
56.5,69.1,55.7,1002,1105,510
59.9,69,55.9,1182,888,504
62.5,65.2,53.7,960,919,303
59.9,66.5,53.7,929,1129,303
59,68.7,47.8,967,1097,247
58.4,68.7,46.4,811,1114,236
56.1,69.3,46.4,732,1113,291
54.8,69.9,48.3,744,1065,799
54,68.4,56.4,880,1088,981
54.9,69.2,63,995,998,960
57,69.2,63,964,1100,512
58.3,68.5,57,946,1078,231
58.1,68.8,51.1,841,1028,210
56.1,65.4,47.8,791,355,211
54.4,56.5,47.8,762,319,212
53.5,55.8,45.6,780,1002,255
53.5,61.3,45.5,580,1101,500
51.7,64.9,50.5,614,1161,891
50.6,66.6,50.5,675,730,891
50.7,61.8,62.5,604,785,955
50.2,64.3,64.4,552,1121,693
50.3,66.8,59.2,629,918,561
49.3,63.8,58.7,613,913,919
48.9,63,60.4,633,658,707
49.1,61,57.1,667,458,390
49.5,58.6,54.6,681,877,555
50.1,61.7,52.6,689,887,325
51.5,63,52.6,644,864,216
51.2,61.8,46.4,601,566,200
49.8,59.5,45.3,563,681,322
49.2,60.6,47.6,547,968,704
48.3,62.6,52.1,495,863,489
46.7,62.2,51,452,927,250
46,61.7,48.2,405,848,236
45.5,62.1,48.2,378,828,536
44.5,61.3,49,363,785,434
43.8,58.9,48.7,348,759,280
42.9,58.2,46.8,337,726,211
41.9,57.7,46.8,326,677,152
41.4,56.3,44.6,320,716,152
40.9,54.5,42.7,308,720,458
40.7,54,46.5,301,706,508
40.7,54.3,47.8,303,677,337
40.5,54.3,47.8,302,617,337
40.6,53.1,48.1,296,603,567
40.4,52.6,49.4,291,596,565
39.8,52.4,49.6,284,555,537
39.4,51.8,49.6,272,532,531
39.2,51.3,49.6,264,515,528
38.8,49.6,49.3,255,513,415
38.4,49.6,47.7,248,518,465
38.5,50.3,47.3,249,524,323
38.5,50.3,45.1,254,521,228
38.8,49.8,42.7,260,529,185
39.2,49.2,41.1,268,522,173
39.5,48.6,39.5,273,439,77
39.4,47.1,38.1,278,203,66
39.7,43.5,36.8,269,91,80
39.8,40.2,34.5,253,76,81
40.2,37.9,31.3,234,47,71
40.5,34.7,29.9,215,42,50
39.6,32.1,29.1,171,39,45
38.5,31,29,143,39,55
37.4,31.1,29,133,30,56
36.5,31.7,29,123,15,55
35.4,31.9,29,113,12,53
34.8,31.3,29,107,14,49
34.6,29.6,29,103,19,47
34.3,28.8,29,94,23,46
33.9,28.3,29,82,27,45
33.5,28.2,29,73,26,44
33.1,28,29.2,63,22,44
32.7,27.9,29.2,53,18,44
32.3,27.9,29.2,44,13,46
31.9,27.9,29.3,35,10,44
31.5,27.9,29.5,24,6,37
31.1,27.8,29.5,15,3,37
30.8,27.8,29.7,7,4,16
30.4,28.5,29.5,1,9,7
30.1,29.2,29.2,0,8,2
29.8,29.6,29,0,2,0
29.7,29.6,28.7,0,0,0
29.5,29.7,28.4,0,0,0
29.5,29.6,28.2,0,0,0
29.4,29.4,28.1,0,0,0
29.5,29.4,28,0,0,0
29.4,29.3,28,0,0,0
29.2,29.2,28.2,0,0,0
28.8,29.1,28.4,0,0,0
28.6,28.9,28.6,0,0,0
28.4,28.8,28.7,0,0,0
28.2,28.7,28.5,0,0,0
28.1,28.6,28.2,0,0,0
28.1,28.7,28.1,0,0,0
28,28.6,28.2,0,0,0
28,28.5,28,0,0,0
27.9,28.3,27.9,0,0,0
27.8,28.2,27.7,0,0,0
27.4,28,27.6,0,0,0
27.1,27.8,27.5,0,0,0
26.9,27.6,27.4,0,0,0
26.9,27.5,27.4,0,0,0
27,27.3,27.4,0,0,0
27.2,27.1,27.4,0,0,0
27.4,27,27.3,0,0,0
27.5,26.9,27.4,0,0,0
27.6,26.8,27.5,0,0,0
27.6,26.8,27.6,0,0,0
27.5,26.7,27.5,0,0,0
27.4,26.6,27.5,0,0,0
27.5,26.5,27.5,0,0,0
27.4,26.4,27.4,0,0,0
27.5,26.3,27.4,0,0,0
27.4,26.3,27.5,0,0,0
27.4,26.2,27.5,0,0,0
27.4,26.2,27.6,0,0,0
27.3,26.3,27.7,0,0,0
27.2,26.4,27.7,0,0,0
27.1,26.4,28.2,0,0,0
27,26.8,28.5,0,0,0
27,26.8,28.7,0,0,0
27,26.6,28.9,0,0,0
27,26.6,28.9,0,0,0
27,26.4,28.8,0,0,0
27,26.3,28.7,0,0,0
27,26.3,28.7,0,0,0
27.1,26.2,28.7,0,0,0
27.1,26.2,28.7,0,0,0
27.1,26.2,28.8,0,0,0
27,26.2,28.9,0,0,0
27,26.1,28.8,0,0,0
26.9,26.1,28.5,0,0,0
26.8,26,28.3,0,0,0
26.8,26,28,0,0,0
26.8,26.1,27.8,0,0,0
26.7,26.3,27.4,0,0,0
26.6,26.6,27.3,0,0,0
26.5,26.9,27.2,0,0,0
26.4,27,27.1,0,0,0
26.3,27,27.1,0,0,0
26.1,26.8,27.1,0,0,0
25.9,26.6,27.1,0,0,0
25.9,26.4,27.1,0,0,0
25.9,26.3,27.4,0,0,0
25.8,26.2,27.7,0,0,0
25.8,26.1,27.9,0,0,0
25.8,26,28.1,0,0,0
25.8,26,28.3,0,0,0
25.7,25.7,28.4,0,0,0
25.8,25.7,28.4,0,0,0
25.8,25.6,28.4,0,0,0
25.9,25.6,28.1,0,0,0
25.9,25.4,27.8,0,0,0
25.8,25.3,27.6,0,0,0
25.8,25.3,27.4,0,0,0
25.8,25.3,27.2,0,0,0
25.7,25.2,27,0,0,0
25.6,25.2,26.9,0,0,0
25.7,25.2,26.7,0,0,0
25.7,25.2,26.5,0,0,0
25.7,25.1,26.5,0,0,0
25.8,25,26.3,0,0,0
25.8,25,26.2,0,0,0
25.8,25,26.1,0,0,0
25.8,24.9,26,0,0,0
25.8,24.8,25.9,0,0,0
25.7,24.9,25.8,0,0,0
25.7,24.9,25.7,0,0,0
25.7,24.9,25.7,0,0,0
25.7,24.8,25.8,0,0,0
25.7,24.9,25.7,0,0,0
25.7,24.9,25.7,0,0,0
25.8,24.9,25.7,0,0,0
25.9,24.9,25.7,0,0,0
25.9,24.9,25.7,0,0,0
25.8,24.9,25.7,0,0,0
25.8,25,25.8,0,0,0
25.7,25.1,25.8,0,0,0
25.7,25.3,25.8,0,0,0
25.7,25.6,25.8,0,0,0
25.7,25.8,25.8,0,0,0
25.8,26,25.7,0,0,0
25.7,26,25.7,0,0,0
25.7,26,25.6,0,0,0
25.6,26,25.5,0,0,0
25.5,25.8,25.5,0,0,0
25.5,25.7,25.4,0,0,0
25.5,25.7,25.4,0,0,0
25.5,25.7,25.4,0,0,0
25.6,25.6,25.4,0,0,0
25.5,25.6,25.4,0,0,0
25.5,25.7,25.4,0,0,0
25.5,25.8,25.4,0,0,0
25.5,25.9,25.3,0,0,0
25.4,25.8,25.4,0,0,0
25.3,25.8,25.4,0,0,0
25.2,25.8,25.4,0,0,0
25,25.8,25.4,0,0,0
24.9,25.8,25.3,0,0,0
24.8,26,25.3,0,0,0
24.7,26,25.2,0,0,0
24.5,26.1,25.1,0,0,0
24.3,26.2,25,0,0,0
24.2,26.3,25,0,0,0
24.1,26.2,24.9,0,0,0
24,26.2,24.9,0,0,0
24,26,24.8,0,0,0
24,25.8,24.8,0,0,0
23.9,25.7,24.8,0,0,0
23.9,25.5,24.8,0,0,0
23.9,25.3,24.8,0,0,0
23.8,25.2,24.9,0,0,0
23.8,25.2,24.9,0,0,0
23.9,25.2,25,0,0,0
23.9,25.3,25.1,0,0,0
23.9,25.4,25.2,0,0,0
24.1,25.3,25.3,0,0,0
24.1,25.2,25.3,0,0,0
24.1,25,25.3,0,0,0
24.3,25,25.2,0,0,0
24.3,25.2,25.2,0,0,0
24.3,25.4,25.3,4,0,0
24.5,25.6,25.3,10,0,5
24.7,25.6,25.7,15,1,7
24.8,25.5,25.9,20,5,11
25,25.5,26.3,25,11,13
25.1,25.7,26.7,28,17,21
25.3,26.1,26.9,31,18,29
25.4,26.5,26.9,32,35,41
25.6,26.9,27.4,34,49,45
25.7,27.5,27.8,34,45,60
25.8,28.1,28,38,28,75
26,28.2,28.1,54,31,78
26.4,28.5,28.1,69,35,102
26.9,28.6,28.8,87,27,114
27.5,28.6,29.5,103,20,114
28,28.8,30.1,127,57,126
28.8,29.8,30.8,161,155,136
30.3,32.4,31.7,134,228,160
31.5,35.1,33.2,137,265,201
32.3,37.3,34.5,143,282,181
32.9,38.9,35.2,155,313,196
33.4,40.3,36,170,317,194
34.2,41.4,36,192,329,169
35.1,42.2,36.5,195,355,160
35.8,42.5,36.2,200,378,164
36.3,42.5,36.2,199,391,166
36.6,44.5,36.2,197,423,166
36.7,45.3,36.7,208,428,201
36.9,46.3,37.2,221,455,209
37.5,47.4,37.6,227,487,205
38,48.2,37.6,227,516,205
38.3,48.9,37.7,235,539,190
38.7,50,37.8,240,565,210
38.8,50,38.6,228,590,255
38.5,50.6,38.6,227,628,274
38.4,52.2,40.4,248,648,275
39,52.9,41.1,265,663,282
39.7,52.9,41.8,285,687,296
40.3,54.4,41.8,302,716,296
41,55,42.8,316,741,361
41.5,56.3,43.7,336,805,377
41.8,56.3,44.5,344,850,360
42.4,58,44.9,348,930,368
42.8,60.2,45.4,369,946,372
42.9,62,46,387,987,369
43.4,62,46.4,412,954,388
43.1,65.2,46.8,407,971,424
43.5,66.1,48.1,395,971,562
42.9,65,49.5,381,697,597
43.6,62.1,52.1,376,683,619
44.5,60,53.1,411,553,673
45.2,54.5,54.9,458,311,764
45.6,52,57.7,484,823,790
46.2,52,58.7,532,823,781
47.4,52.9,58.8,547,266,788
48.3,48.2,59.4,581,217,836
49.9,44.9,61.3,579,286,863
50.3,47,62,581,989,879
50.9,53.9,62.7,585,776,869
51.1,55.2,62.7,614,818,608
52.1,58.4,63.1,665,1085,608
52.7,62.6,59.5,635,1061,641
54,64,58.8,802,1054,674
54.1,65.4,58.8,626,1062,743
53.3,66,59.2,624,923,612
54.2,63.9,56.7,959,1035,478
58.1,63.3,55.9,781,881,692
57.9,61.8,55.9,778,413,692
58,56.4,61.9,679,727,939
56.8,59.2,63.8,665,713,915
54.7,55.8,63.8,512,275,777
53.9,50.9,61.9,681,690,671
55.3,56.3,60,640,1093,633
54.5,61.8,59.4,766,1033,710
57.7,61.2,59.1,845,538,690
58.5,59.2,59.1,577,1034,570
57.5,60.9,58.6,835,1126,683
60.7,61.1,59.9,1120,694,772
65.8,55.8,60.9,1061,465,744
66,55.5,61,896,1068,629
64.8,61,58.8,921,916,426
64.7,59.9,55.6,945,817,335
64.7,62.8,53.7,1013,1032,445
64.8,63.9,53.1,960,955,423
64.1,63.9,51.4,936,778,281
63.1,56.5,49.9,931,720,269
62.7,56.9,48.1,908,994,292
62.2,58.5,47.7,893,664,239
61.7,54.8,45.6,908,783,294
61.4,56,44.6,880,880,323
61.7,56.2,46.4,838,783,522
60.7,54.5,49.1,798,595,641
59.4,53.6,49.1,766,834,753
58.6,54.6,57.2,737,858,755
57.5,54.6,58.7,597,931,742
53.1,58.2,57.7,319,931,481
49.3,58.2,57.7,484,809,439
51,56.8,53.7,698,670,580
53.5,56.8,52.4,674,555,461
53.8,52.1,50.9,465,446,440
51.5,50.5,50.9,381,714,440
50.4,52.4,55,486,789,611
49,53.8,54.1,290,797,366
47.9,54.9,51.1,400,841,259
46.6,56.2,47.7,275,871,358
45.4,56.3,46.7,310,470,394
46.2,51,46.4,411,292,387
45.2,46.3,46.8,341,274,429
47,43.9,47.4,550,255,408
49.6,42.1,47.6,492,245,398
49.7,40.7,46.7,416,252,296
49,39.9,45,475,258,279
49.4,39.7,45,489,242,233
49.5,39.3,42.7,305,160,233
46.9,37.6,42.2,337,116,193
46.7,36.3,41.7,394,92,196
46.5,35.2,40.6,328,75,156
45.8,34.3,39,374,65,156
46.3,33.5,38.8,386,54,202
46.3,32.8,39.3,310,46,208
44.8,32.3,39.6,297,33,167
43,31.9,39.5,277,22,166
42.4,31.6,39.1,267,21,157
41.9,31.6,38.5,261,25,125
41.9,31.2,37.9,239,24,128
41.1,31.1,38,202,24,154
40,30.9,38.1,189,17,183
39,30.9,38.9,184,13,195
38.5,30.7,39.7,185,9,191
38.5,30.7,39.7,174,7,178
38.6,30.6,40.3,166,4,169
38.2,30.5,40.1,159,4,149
37.7,30.5,39.4,144,7,136
37.2,30.4,39.4,121,10,136
36.5,30.3,37.6,97,8,96
35.7,30.2,36.8,77,7,81
35.1,30,36,60,6,70
34.4,29.8,36,44,5,55
33.7,29.7,34.8,32,4,49
33.2,29.5,34.1,24,3,41
32.7,29.4,33.5,18,2,29
32.2,29.2,32.9,11,1,23
31.8,29.1,32.5,6,0,19
31.5,29,32.2,3,0,10
31.1,28.9,32,0,0,6
30.8,28.9,31.7,0,0,2
30.6,28.7,31.4,0,0,0
30.4,28.7,31.1,0,0,0
30.2,28.6,30.7,0,0,0
30.1,28.5,30.5,0,0,0
30.1,28.3,30.3,0,0,0
30,28.2,30.1,0,0,0
30,28.2,30.1,0,0,0
30,28.1,30.1,0,0,0
29.9,27.6,30.1,0,0,0
29.9,26.7,30,0,0,0
29.9,26.3,29.7,0,0,0
29.8,26.1,29.5,0,0,0
29.8,25.8,29.4,0,0,0
29.7,25.8,29.3,0,0,0
29.6,25.8,29.2,0,0,0
29.6,25.7,29,0,0,0
29.5,25.5,28.8,0,0,0
29.4,25.5,28.7,0,0,0
29.2,25.4,28.5,0,0,0
29,25.5,28.4,0,0,0
28.9,25.5,28.3,0,0,0
28.8,25.5,28.2,0,0,0
28.7,25.5,28.1,0,0,0
28.7,25.5,28,0,0,0
28.6,25.6,27.8,0,0,0
28.7,25.6,27.7,0,0,0
28.8,25.5,27.6,0,0,0
28.8,25.5,27.5,0,0,0
28.9,25.6,27.5,0,0,0
28.9,25.6,27.5,0,0,0
28.9,25.6,27.5,0,0,0
28.9,25.6,27.4,0,0,0
28.9,25.6,27.4,0,0,0
28.8,25.6,27.3,0,0,0
28.8,25.6,27.3,0,0,0
28.7,25.6,27.3,0,0,0
28.6,25.7,27.2,0,0,0
28.6,25.7,27.2,0,0,0
28.6,25.8,27.2,0,0,0
28.6,25.8,27.2,0,0,0
28.6,25.9,27.2,0,0,0
28.6,25.9,27.1,0,0,0
28.6,25.9,27.1,0,0,0
28.7,25.9,27,0,0,0
28.7,26,27,0,0,0
28.7,26,27,0,0,0
28.7,25.9,27,0,0,0
28.7,26,27,0,0,0
28.6,26,27,0,0,0
28.7,26,27,0,0,0
28.7,26,27,0,0,0
28.8,25.9,27,0,0,0
28.8,26,27.1,0,0,0
28.8,26,27.3,0,0,0
28.8,26,27.4,0,0,0
28.8,26,27.5,0,0,0
28.8,26,27.4,0,0,0
28.9,26,27.4,0,0,0
28.8,26,27.3,0,0,0
28.8,26,27.1,0,0,0
28.7,26,27.1,0,0,0
28.7,26,27,0,0,0
28.7,26,27,0,0,0
28.6,26,26.9,0,0,0
28.6,26,26.9,0,0,0
28.6,26,26.8,0,0,0
28.6,26,26.7,0,0,0
28.7,26,26.7,0,0,0
28.7,26,26.7,0,0,0
28.6,26,26.7,0,0,0
28.6,26,26.8,0,0,0
28.7,26,26.9,0,0,0
28.7,26,26.7,0,0,0
28.7,25.9,26.5,0,0,0
28.7,25.9,26.5,0,0,0
28.6,26,26.4,0,0,0
28.6,26,26.3,0,0,0
28.6,25.9,26.3,0,0,0
28.5,25.9,26.3,0,0,0
28.5,25.9,26.3,0,0,0
28.5,25.9,26.3,0,0,0
28.4,25.8,26.5,0,0,0
28.5,25.8,26.7,0,0,0
28.5,25.8,26.9,0,0,0
28.6,25.8,26.8,0,0,0
28.7,25.8,26.7,0,0,0
28.6,25.8,26.6,0,0,0
28.5,25.8,26.6,0,0,0
28.4,25.8,26.5,0,0,0
28.3,25.8,26.5,0,0,0
28.1,25.7,26.5,0,0,0
28,25.7,26.4,0,0,0
28,25.7,26.4,0,0,0
28,25.7,26.4,0,0,0
28,25.7,26.4,0,0,0
27.9,25.6,26.3,0,0,0
27.9,25.5,26.2,0,0,0
27.8,25.4,26.2,0,0,0
27.8,25.3,26.3,0,0,0
27.8,25.3,26.3,0,0,0
27.9,25.3,26.2,0,0,0
27.9,25.2,26.1,0,0,0
27.9,25.2,26,0,0,0
27.9,25.2,26,0,0,0
27.9,25.1,26.1,0,0,0
28,25.1,26.2,0,0,0
27.9,25.1,26.1,0,0,0
27.8,25.1,26.1,0,0,0
27.8,25.1,26.1,0,0,0
27.8,25,26.1,0,0,0
27.7,25,26.2,0,0,0
27.7,24.9,26.2,0,0,0
27.6,24.9,26.2,0,0,0
27.6,24.9,26.2,0,0,0
27.6,24.9,26.2,0,0,0
27.5,24.9,26.2,0,0,0
27.5,24.9,26,0,0,0
27.6,24.8,25.9,0,0,0
27.6,24.8,25.7,0,0,0
27.6,24.7,25.7,0,0,0
27.6,24.7,25.7,0,0,0
27.6,24.7,25.6,0,0,0
27.7,24.7,25.6,0,0,0
27.6,24.6,25.6,0,0,0
27.6,24.6,25.5,0,0,0
27.6,24.6,25.4,0,0,0
27.5,24.6,25.4,0,0,0
27.5,24.6,25.2,0,0,0
27.4,24.5,25.2,0,0,0
27.5,24.5,25.1,0,0,0
27.5,24.5,25,0,0,0
27.4,24.5,25,0,0,0
27.4,24.5,25,0,0,0
27.5,24.5,25,0,0,0
27.5,24.5,24.9,0,0,0
27.5,24.5,24.9,0,0,0
27.6,24.5,24.9,0,0,0
27.5,24.5,24.9,0,0,0
27.6,24.6,24.9,0,0,0
27.6,24.6,24.8,0,0,0
27.6,24.7,24.7,0,0,0
27.7,24.6,24.7,0,0,0
27.7,24.6,24.7,0,0,4
27.7,24.5,24.8,0,0,4
27.8,24.5,25,3,2,10
27.9,24.5,25.2,6,5,18
28,24.6,25.2,11,9,38
28.2,24.8,25.8,18,15,38
28.4,24.9,26.7,26,22,67
28.8,25.1,26.7,35,31,67
29.2,25.4,27.3,39,40,100
29.6,25.6,28,44,46,100
30,26,28.4,51,63,114
30.4,26.8,28.4,60,92,142
30.8,27.6,30.1,72,111,157
31.3,28.3,31.4,90,129,189
31.9,29.3,33.1,108,146,199
32.6,30.4,35.6,130,164,221
33.5,30.4,35.6,155,183,235
34.5,33.6,37.9,196,203,251
35.8,34.9,38.9,211,225,265
36.8,35.8,39.9,207,247,287
37.4,35.8,39.9,223,247,305
38.3,38,41.6,286,276,357
40.1,38.1,42.5,404,315,384
43.8,39.4,43.6,514,348,405
45.9,39.4,45.2,437,378,441
46,42.6,46.5,364,399,468
44.9,44,47.2,336,425,486
44.2,44.6,48.8,347,441,512
44.1,44.6,49.5,334,468,526
43.9,46.2,50.1,319,491,547
43.7,47,50.1,323,517,558
43.3,48.3,50.1,335,533,558
43.1,48.3,50.1,319,533,558
43.1,50.8,52.2,349,582,631
43.3,51.2,52.2,369,611,631
43.5,51.3,53.7,384,637,664
44.5,52.7,53.7,423,655,664
46,53.1,54.3,424,675,679
47.1,53.1,56.2,478,693,706
48.4,54.6,56.4,526,707,715
49,55.4,56.4,519,733,715
49.5,56.2,56.4,515,748,747
49.1,56.9,58.5,415,774,765
48.6,58.3,59.3,401,797,779
47.4,59.3,59.6,419,811,779
47.3,59.9,59.5,471,834,806
47.9,60.5,59.3,469,852,826
48.3,61.3,60.3,473,887,843
48.3,62.4,60.3,501,936,837
48.9,63,60.9,565,935,837
50.5,64.4,60.5,629,939,841
51.6,62.4,60.9,609,610,839
51.1,59.8,62.8,579,633,922
51,56.3,63.6,577,595,912
51.8,54.1,63.5,530,647,799
51.8,55,62.4,595,720,758
52.6,55.2,61.9,567,696,812
52.4,58.1,61.9,562,961,842
52.6,62,62.5,554,1051,832
52.5,63.1,63.2,534,660,801
52.2,59.7,63.2,550,903,854
51.7,59.7,63.4,518,660,881
51.2,54.9,64.1,490,642,835
50.6,58.3,63.7,483,1060,803
49.6,62.8,63.7,488,1062,831
49.6,62.8,62.9,502,1078,863
49.8,66.2,63.9,516,1054,623
50.4,67.3,59.9,506,1080,390
50.9,67.5,54.9,506,1070,515
51,68.6,53.7,528,1074,692
50.9,69,57.8,521,1097,960
51.7,69.4,62.4,529,1080,1054
51.6,68.7,66.2,519,1082,997
51.4,68.8,67.4,506,1074,788
51.3,69.3,66.8,520,1070,1079
51.9,69.4,69.1,547,1092,1072
52,70.5,71.2,525,1076,1083
52.1,67.4,70.3,533,368,1099
51.9,59.7,71.2,535,380,1090
52.3,58.1,70.5,519,957,1106
51.6,60.4,70.4,485,850,831
51.5,60.5,66.5,532,1108,493
51.9,63.1,61.7,530,1064,493
51.5,63.1,56.6,600,971,213
51.5,59.8,51.2,536,448,203
50.3,55.2,50.1,499,735,903
49.7,53.6,53.6,489,523,903
49.5,50.9,59.4,506,450,1015
49.7,48.8,64,467,356,949
49.3,46.5,64,430,290,949
49,44.9,57.5,436,328,587
48.3,43.4,60.1,415,273,786
47,42,61.1,371,250,481
46.5,40.8,61.1,453,256,455
47.3,40.2,54.4,407,252,225
46.9,40,49.9,435,255,159
47.5,39.5,46.9,538,273,166
49,39.9,44.9,480,292,189
48.4,40.6,44.7,381,275,449
0,40.4,49.7,0,238,748
0,39.4,54.2,0,197,737
0,38,56.4,0,161,691
0,36.8,58.3,0,133,692
0,35.6,58.5,0,109,679
0,34.9,59.1,0,89,668
0,34.2,59.1,0,74,668
0,34.2,57.5,0,63,482
0,33.1,53.7,0,56,233
0,32.7,48.8,0,51,200
0,32.3,45.4,0,45,192
0,32.3,43.2,0,41,189
0,31.8,41.7,0,37,160
0,31.6,40.2,0,34,138
0,31.5,39.6,0,27,175
0,31.5,39.8,0,27,239
0,31.4,41.3,0,27,373
0,31.3,43.2,0,23,279
0,31.2,43.6,0,15,349
0,31.2,44.7,0,12,289
0,31.1,44.8,0,13,278
0,31.1,43.9,0,10,241
0,31.1,43.1,0,12,218
0,31.1,42.3,0,15,207
0,31.1,41.7,0,19,207
0,31.2,41.1,0,30,205
0,31.3,40.8,0,38,194
0,31.5,40.5,0,33,180
0,31.5,40,0,28,169
0,31.6,39.4,0,32,153
0,31.7,38.9,0,44,132
0,31.8,38.1,0,43,114
0,31.8,37.2,0,43,101
0,32,36.4,0,38,86
31.7,31.9,35.8,14,42,75
31.5,32,35.3,12,42,66
31.4,32,34.8,10,36,62
31.3,32,34.3,7,41,54
31.2,32,33.9,5,49,45
31.2,31.9,33.5,5,44,36
31,31.8,33,2,34,27
30.9,31.5,32.6,0,24,20
30.8,31.2,32.2,0,17,15
30.6,30.8,31.8,0,11,10
30.6,30.6,31.5,0,10,5
30.6,30.3,31.2,0,8,2
30.4,30,30.9,0,5,0
30,29.8,30.6,0,2,0
29.2,29.8,30.6,0,0,0
28.8,29.4,30.6,0,0,0
28.6,29.5,30.5,0,0,0
28.6,29.5,30.5,0,0,0
28.5,29.4,30.4,0,0,0
28.5,29.4,30.4,0,0,0
28.4,29.3,30.5,0,0,0
28,29.1,30.4,0,0,0
27.7,29.1,30.5,0,0,0
27.4,28.7,30.4,0,0,0
27,28.4,30.3,0,0,0
26.5,28.2,30.2,0,0,0
26.2,28,30.1,0,0,0
26,27.9,30,0,0,0
25.8,27.9,30.1,0,0,0
25.8,27.9,30.2,0,0,0
25.8,27.8,30.3,0,0,0
25.6,27.8,30.5,0,0,0
25.5,27.8,30.7,0,0,0
25.3,27.8,30.4,0,0,0
25.2,27.8,29.7,0,0,0
25.1,27.7,27.9,0,0,0
25,27.7,26,0,0,0
24.9,27.7,25.2,0,0,0
24.9,27.6,25.1,0,0,0
24.9,27.6,25.1,0,0,0
25,27.6,25.1,0,0,0
25,27.6,25,0,0,0
25,27.7,25.1,0,0,0
24.9,27.7,25.2,0,0,0
24.9,27.8,25.2,0,0,0
24.9,27.8,25.3,0,0,0
24.9,27.7,25.3,0,0,0
24.9,27.7,25.4,0,0,0
25,27.5,25.5,0,0,0
25,27.4,25.6,0,0,0
25.1,27.3,25.7,0,0,0
25,27.3,25.8,0,0,0
25,27.2,25.9,0,0,0
25,27.2,25.9,0,0,0
25,27.3,25.9,0,0,0
25,27.2,25.9,0,0,0
24.9,27,25.8,0,0,0
24.9,26.9,25.8,0,0,0
24.8,26.8,25.7,0,0,0
24.8,26.6,25.6,0,0,0
24.7,26.5,25.5,0,0,0
24.7,26.3,25.5,0,0,0
24.7,26.2,25.5,0,0,0
24.7,26.2,25.4,0,0,0
24.7,26.2,25.4,0,0,0
24.8,26,25.3,0,0,0
24.8,25.9,25.2,0,0,0
24.9,25.9,25.1,0,0,0
25,25.8,25.2,0,0,0
25,25.8,25.1,0,0,0
25.1,25.7,25.1,0,0,0
25.2,25.6,25,0,0,0
25.2,25.5,25,0,0,0
25.2,25.5,25.2,0,0,0
25.2,25.6,25.1,0,0,0
25.2,25.8,25.1,0,0,0
25.2,26,25,0,0,0
25.2,26.1,25.1,0,0,0
25.1,26.1,25.2,0,0,0
25.1,26,25.3,0,0,0
25,25.8,25.4,0,0,0
25,25.8,25.5,0,0,0
24.9,25.8,25.5,0,0,0
24.8,25.9,25.4,0,0,0
24.8,25.9,25.4,0,0,0
24.8,25.9,25.4,0,0,0
25,25.8,25.4,0,0,0
25.2,25.5,25.2,0,0,0
25.3,25.3,25.2,0,0,0
25.4,25.2,25.2,0,0,0
25.5,25.2,25.1,0,0,0
25.5,25,25,0,0,0
25.5,25,24.9,0,0,0
25.5,24.9,24.9,0,0,0
25.5,24.8,24.9,0,0,0
25.4,24.8,24.9,0,0,0
25.5,24.7,24.9,0,0,0
25.5,24.7,24.8,0,0,0
25.4,24.6,24.9,0,0,0
25.4,24.6,24.9,0,0,0
25.4,24.5,24.9,0,0,0
25.4,24.4,24.9,0,0,0
25.5,24.5,24.9,0,0,0
25.4,24.5,24.9,0,0,0
25.5,24.5,24.8,0,0,0
25.5,24.6,24.7,0,0,0
25.5,24.9,24.8,0,0,0
25.5,25.1,24.8,0,0,0
25.5,25.1,24.8,0,0,0
25.5,25.1,24.8,0,0,0
25.4,24.9,24.8,0,0,0
25.4,24.9,24.6,0,0,0
25.2,24.8,24.6,0,0,0
25.2,24.8,24.7,0,0,0
25.1,24.7,24.7,0,0,0
24.9,24.7,24.8,0,0,0
24.8,24.6,24.8,0,0,0
24.7,24.6,24.9,0,0,0
24.6,24.6,24.9,0,0,0
24.5,24.7,24.8,0,0,0
24.6,24.6,24.7,0,0,0
24.6,24.6,24.6,0,0,0
