temp_2013,temp_2014,temp_2015,irrad_2013,irrad_2014,irrad_2015
26.7,29.3,56.4,0,38,801
26.6,29.7,57.1,0,47,703
26.5,30.2,57.1,0,57,703
26.4,30.6,56.6,0,69,849
26.4,31.2,56.6,0,78,911
26.3,31.8,59.5,0,83,911
26.3,32.1,60.3,0,82,906
26.3,32.3,60.8,0,80,914
26.3,32.4,59.4,0,79,918
26.3,32.4,59.5,0,80,835
26.3,32.6,56.5,0,85,595
26.3,32.8,55.4,0,94,718
26.3,33.1,55.6,0,106,800
26.4,33.5,55.8,4,120,738
26.7,33.9,55.8,6,134,695
26.9,34.4,55.4,11,145,624
26.9,34.9,53.7,15,157,695
27.1,35.6,55.8,15,186,898
27.3,36.5,55.8,19,219,898
27.8,37.7,58.5,25,274,652
27.8,39.6,57.2,30,349,655
28.2,41.8,56.5,30,366,659
28.5,43.2,56.5,44,383,654
28.9,44.2,56.3,44,379,654
29.3,44.8,53.8,50,359,401
29.8,44.9,51.7,56,355,697
30.2,44.6,53.7,60,318,721
30.6,43.8,53.7,60,262,721
30.8,42.9,51.3,62,298,498
30.9,42.7,52.1,62,274,697
31.1,42.2,54.8,76,308,729
32.1,43.1,54.8,186,370,729
34,43.8,54.1,204,309,670
35.8,43.2,54.8,198,294,667
37.2,42.8,54,196,339,579
38,43.3,54,177,322,437
38.4,43.1,49.3,172,365,259
38.1,44.3,49.3,204,469,599
38.1,46.8,51.1,225,538,597
38.1,48.8,51.7,246,528,379
40.2,49.7,50.1,234,530,459
40.2,50,48.6,234,563,306
40.2,51.6,47.2,234,621,397
40,52.5,47.2,256,567,540
40,53.1,49.7,298,605,289
40.9,53.7,47.6,313,651,351
40.9,54.4,47.6,313,619,395
42,55.5,47,309,642,349
42,55.8,46.8,300,550,332
42.6,52.7,46,295,433,264
42.6,52,47,295,633,462
42.5,52.4,48.7,332,387,347
43.2,49.6,47.4,365,414,312
43.8,50.4,46.5,425,583,267
44.5,52.8,45.5,425,627,291
46.7,55.6,44.6,459,721,239
46.7,57.2,43.6,416,617,208
47.8,56.3,42.5,463,425,214
47.8,53,42.1,483,402,210
48.6,50.5,42.2,498,360,258
49.4,48.5,42.2,587,452,198
49.4,50.2,42.2,562,630,230
51.2,54.1,42.4,473,697,197
51.2,56.6,41.6,479,650,162
50,56.5,41.6,576,457,147
50.5,52.4,40.1,576,370,114
50.9,50.2,39,499,611,101
51.1,53.2,38.3,456,660,119
51,55.4,38.3,501,645,115
50.3,56.1,37.9,446,719,94
50.1,57.7,37.2,436,678,89
50.1,58.6,36.8,436,625,82
48.8,58.8,36.8,392,566,70
48.3,56.5,35.5,398,477,65
48.3,55.2,35,385,494,61
48.4,55.3,34.6,385,504,58
48.3,54.4,34.1,454,445,47
50.1,52.3,33.7,476,443,46
50.2,52.9,33.3,468,422,44
50.2,51.2,32.9,468,403,39
50.6,49.5,32.6,477,368,32
50.6,48.4,32.3,427,309,25
51,47.4,31.9,427,274,17
51,46.1,31.4,427,318,10
50.7,47.4,30.9,458,497,4
51.9,48.7,30.5,521,364,1
52.4,47.8,30,478,412,0
51.9,50,29.6,484,457,0
52.5,49.4,29.3,520,277,0
53,48,29,505,386,0
52.9,49.6,28.9,547,512,0
53.2,51.7,28.7,483,502,0
53.2,51.8,28.5,494,453,0
52.4,52.6,28.4,425,445,0
51.7,52,28.3,483,454,0
51.8,53.6,28.2,457,519,0
50.8,54.7,28,419,484,0
49.7,54.6,28,483,485,0
50.5,53.9,27.6,469,468,0
50.7,53.8,27.5,428,441,0
51.1,53.7,27.4,501,404,0
51.9,53.2,27.4,468,375,0
51.9,52.7,27.3,486,377,0
52.3,52.6,27.3,523,376,0
52.3,51.9,27.3,518,362,0
53.3,51.6,27.3,501,355,0
52.4,51.2,27.3,497,317,0
52.6,50.3,27.4,509,228,0
52.6,48.1,27.5,509,170,0
52.6,46.5,27.5,501,246,0
52.6,46.7,27.6,502,256,0
54.1,46.7,27.6,495,246,0
54.1,46.7,27.6,495,218,0
53.9,45.5,27.5,484,173,0
53.4,44.5,27.4,475,159,0
52.7,43.5,27.3,456,132,0
52.7,42.7,27.3,456,158,0
51.3,42.2,27.2,424,155,0
50.8,41.7,27.1,407,137,0
50.1,41.4,27,386,135,0
50.1,41.4,27,386,120,0
49.7,40.1,27,354,92,0
49,39.2,27,337,80,0
48.5,38.5,27,327,76,0
48.5,37.8,27,327,75,0
47.4,37.4,27,293,76,0
46.9,37.1,27,279,74,0
46.3,36.7,26.9,263,68,0
45.3,36.3,26.8,246,61,0
44.4,36,26.8,228,54,0
43.8,35.6,26.8,217,47,0
43.3,35.2,26.7,208,41,0
42.9,34.9,26.7,194,36,0
42,34.5,26.7,169,29,0
41.3,34.1,26.8,157,24,0
40.7,33.8,26.8,150,21,0
40.3,33.3,26.8,139,14,0
40.3,32.8,26.8,139,6,0
39.2,32.4,26.8,112,2,0
38.6,32,26.8,102,0,0
38.1,31.5,26.8,93,0,0
38.1,31.5,26.8,91,0,0
37.3,30.7,26.7,85,0,0
37,30.4,26.7,79,0,0
36.7,30.2,26.8,75,0,0
36.7,30,26.9,75,0,0
35.9,30,26.9,59,0,0
35.5,30.1,27,51,0,0
35,30.1,27.2,42,0,0
35,30.1,27.4,42,0,0
34.2,29.8,27.7,29,0,0
33.8,29.7,27.8,24,0,0
33.5,29.7,27.9,20,0,0
33.5,29.6,28.1,20,0,0
32.8,29.4,28.3,13,0,0
32.6,29.3,28.3,9,0,0
32.2,29.1,28.6,5,0,0
31.9,29,28.7,2,0,0
31.5,28.8,28.7,0,0,0
31.1,28.6,28.6,0,0,0
30.8,28.4,28.5,0,0,0
30.7,28.3,28.4,0,0,0
30.7,28.3,28.3,0,0,0
30.3,28.1,28.3,0,0,0
30.1,28,28.2,0,0,0
30,27.9,28.1,0,0,0
30,27.8,28.1,0,0,0
29.7,27.7,28.1,0,0,0
29.6,27.7,28.1,0,0,0
29.6,27.6,28.2,0,0,0
29.6,27.7,28.3,0,0,0
29.3,27.6,28.3,0,0,0
29.1,27.6,28.3,0,0,0
29,27.5,28.3,0,0,0
29,27.6,28.1,0,0,0
28.8,27.6,27.9,0,0,0
28.7,27.6,27.9,0,0,0
28.6,27.8,27.8,0,0,0
28.6,28,27.8,0,0,0
28.5,28.4,27.9,0,0,0
28.4,28.5,27.8,0,0,0
28.4,28.7,27.7,0,0,0
28.4,28.8,27.5,0,0,0
28.4,28.8,27.3,0,0,0
28.4,28.9,27.1,0,0,0
28.5,29,26.9,0,0,0
28.5,29.2,26.8,0,0,0
28.3,29.3,26.7,0,0,0
28.4,29.3,26.7,0,0,0
28.5,29.4,26.6,0,0,0
28.5,29.4,26.5,0,0,0
28.4,29.2,26.5,0,0,0
28.3,28.9,26.4,0,0,0
28.2,28.7,26.3,0,0,0
28.2,28.6,26.3,0,0,0
28,28.5,26.4,0,0,0
28,28.4,26.4,0,0,0
28,28.2,26.4,0,0,0
28,28.1,26.4,0,0,0
27.8,28.1,26.4,0,0,0
27.8,28.1,26.3,0,0,0
27.7,28.2,26.2,0,0,0
27.6,28.2,26.2,0,0,0
27.6,28.2,26.2,0,0,0
27.5,28.1,26.1,0,0,0
27.4,28.1,26.1,0,0,0
27.3,28.1,26.1,0,0,0
27.3,28.1,26.1,0,0,0
27.2,28,26.1,0,0,0
27.2,27.9,26.2,0,0,0
27.2,27.9,26.2,0,0,0
27.2,28.1,26.2,0,0,0
27.2,28.2,26.3,0,0,0
27.2,28.3,26.5,0,0,0
27.2,28.3,26.6,0,0,0
27.2,28.3,26.6,0,0,0
27.1,28.2,26.7,0,0,0
27.1,28.2,26.8,0,0,0
27.1,28.2,26.9,0,0,0
27.1,28.2,27,0,0,0
27,28.2,27,0,0,0
27,28.2,26.9,0,0,0
27,28.1,26.8,0,0,0
27,28.1,26.7,0,0,0
27,28.2,26.7,0,0,0
26.9,28.1,26.7,0,0,3
26.9,28.2,26.7,0,0,5
26.9,28.1,26.7,0,0,5
26.9,28.1,27,0,0,11
26.8,28.2,27.3,0,0,17
26.8,28.1,27.3,0,0,18
26.7,28.1,27.9,0,0,18
26.7,28,28.9,0,0,17
26.7,27.9,29.3,0,0,28
26.7,27.9,29.5,0,0,37
26.6,27.8,29.7,0,0,50
26.6,27.8,29.9,0,0,67
26.7,27.7,30.3,0,0,81
26.9,27.6,30.7,0,0,89
27.1,27.6,31.3,0,0,101
27.1,27.4,32,0,0,114
27.3,27.2,32.7,0,0,132
27.5,27.2,34,0,0,139
27.6,27.2,34.9,0,0,151
27.6,27.1,35.4,0,0,145
27.8,27.1,35.1,0,0,147
27.8,27.1,35.3,0,0,146
27.7,27.2,35.4,0,0,152
27.7,27.6,35,0,0,175
27.6,27.9,36.3,0,0,279
27.4,27.9,38.6,0,0,294
27.3,27.7,39.4,0,0,253
27.3,27.5,41,0,0,377
26.9,27.4,42,0,0,394
26.8,27.5,43.5,0,0,455
26.7,27.4,43.5,0,0,246
26.7,27.4,43.5,0,0,246
26.7,27.3,39.5,0,0,210
26.8,27.3,39.5,0,0,182
27,27.4,38.2,0,0,251
27,27.4,38.2,0,0,536
27,27.3,44.3,0,0,466
27,27.4,44,0,0,407
26.9,27.6,43.7,0,0,377
26.9,27.6,43.7,0,0,377
26.7,27.6,43,0,0,321
26.6,27.5,42,0,0,326
26.6,27.5,41.4,0,0,412
26.6,27.4,41.4,0,0,412
26.6,27.3,43.4,0,0,822
26.6,27.2,46.4,0,0,822
26.6,27.2,45.8,0,0,602
26.5,27.2,45.8,0,0,602
26.5,27.2,45.8,0,0,273
26.4,27.2,45.8,0,0,424
26.3,27.1,48.9,0,0,924
26.2,27,48.9,0,0,924
26.2,26.9,53,0,0,569
26.1,26.9,50,0,0,349
26,26.9,45.8,0,0,375
26,26.9,45.8,0,0,375
26,27,44.5,0,2,375
26.1,27.1,44.5,0,5,355
26.2,27.2,44.9,0,7,355
26.2,27.5,45,0,12,247
26.2,27.7,45,0,17,108
26.4,28,40,0,23,73
26.4,28.2,40,0,31,101
26.5,28.5,38,0,40,198
26.5,28.9,37.7,0,49,246
26.5,29.2,38.5,0,58,200
26.5,29.6,38.1,0,68,120
26.5,29.9,37.1,0,76,138
26.5,30.2,37.1,0,81,138
26.4,30.6,36.9,0,86,260
26.4,31,37.5,0,91,452
26.4,31.3,42.4,0,108,456
26.4,31.9,45.8,0,137,635
26.3,33.3,49.3,0,164,767
26.3,34.5,53.3,0,199,842
26.4,36,55.5,0,228,653
26.4,37.1,53.9,0,251,705
26.6,38.3,55.6,6,255,869
26.8,39,55.6,9,282,925
27,39.5,60.1,14,290,822
27,40,60.1,14,307,822
27.7,40.8,59.1,28,333,932
28.1,41.8,59.9,36,370,925
28.5,42.7,61,41,377,912
28.5,43.1,61,41,392,912
29.4,43.4,51.2,57,410,210
29.9,44.1,48.4,69,433,721
30.6,44.5,51.1,78,438,375
30.6,44.7,48.5,78,430,542
31.8,45.6,52.2,90,454,834
32.3,46.2,54.7,98,478,681
32.8,46.1,55.5,116,419,773
32.8,45.1,57.5,116,351,843
35.2,43.9,59,157,368,797
35.5,43.7,58.9,107,308,883
34.9,43,60.1,99,362,783
34.5,43.4,57.6,110,498,652
34.5,46.2,58.2,134,509,777
35,46.8,58.7,180,520,788
36.4,47.5,58,193,590,699
37.5,49.6,57.5,170,675,674
37.7,51.4,55.3,173,692,500
38,52.8,52.7,184,686,461
38.4,53.4,52.1,187,707,576
38.4,53.8,52.8,224,742,575
39.8,54.7,52.8,230,767,467
40.6,55,50,289,793,496
42,54.6,50.5,275,655,537
43.2,54,51,340,641,504
45.1,50.4,51,367,276,504
46.2,49.5,50.9,360,844,443
46.6,52.4,51,346,519,428
47.2,49.1,50.7,378,294,345
48,46.3,50.7,366,554,248
48.2,49.8,44.6,407,857,181
49.4,54.6,42.8,416,909,195
50.4,56.7,42.1,432,900,196
51.1,56.2,42.1,424,556,235
51.6,52.9,43,426,623,301
52,52.2,44.5,421,617,283
51.9,52.8,45,428,719,271
51.8,54.1,45,431,875,247
52,56.6,44.3,439,772,228
52.6,57.6,44.1,458,909,207
52.5,58.4,43.6,451,882,190
52.5,56.1,43.6,474,263,174
52.6,49.8,42.3,456,468,164
52.9,50.9,41.8,445,900,153
52.9,54.2,41.1,472,815,120
53.7,53.9,40.7,472,750,89
55.2,55.8,39.7,490,890,72
56,56.2,38.9,494,365,62
56.4,51.8,37.9,484,766,64
56.4,55.4,37.4,484,859,65
56.3,57.4,36.9,437,847,56
54.3,58,36.1,390,853,50
51.9,57.6,35.4,361,498,46
51.9,51.6,34.7,361,267,44
49.9,49.8,34.2,373,754,38
50.7,53.9,33.7,396,801,36
52.5,56.9,33.4,396,805,32
53.7,58.5,33,424,817,19
54.5,58.6,32.5,389,799,14
53.6,58,32.1,348,768,14
53.4,57.4,31.8,415,793,15
54.3,57.4,31.6,426,802,14
54,57.7,31.4,408,790,9
52.6,57.4,31.2,338,750,2
50.5,57,30.9,323,746,0
50.4,57.8,30.6,359,729,0
49.9,58.7,30.5,377,706,0
50.6,58,30.2,431,692,0
51.6,57.8,30,418,686,0
51.5,57.9,29.8,444,671,0
52.8,58.2,29.7,479,649,0
53.4,57.3,29.5,470,637,0
53.4,56.6,29.4,448,621,0
54.1,56.6,29.3,455,594,0
54.4,55.2,29.3,466,571,0
54.1,54,28.9,443,548,0
52.9,53.2,28.8,365,529,0
50.9,53.7,28.8,328,507,0
50.9,53.8,28.8,328,484,0
48.8,52.9,28.5,286,469,0
48.8,52.4,28.4,309,462,0
47.9,52.7,28.4,344,443,0
47.9,51.8,28.4,344,362,0
48.3,50,28.2,334,211,0
47.6,47.4,28.2,236,329,0
45.8,47.8,28.1,204,260,0
45.8,45.3,28,204,141,0
44.1,44.1,28,257,310,0
44.1,45.3,27.9,226,301,0
43.8,46.3,27.7,200,289,0
43.8,45.9,27.7,200,259,0
43.4,45.7,27.7,195,243,0
43,45.7,27.6,165,228,0
42,44.7,27.5,154,207,0
42,44.1,27.4,154,195,0
40.3,43.8,27.4,87,177,0
39.3,43.1,27.3,80,161,0
38.8,42.4,27.2,84,147,0
38.8,41.9,27.2,84,134,0
38.2,40.8,27.2,69,102,0
37.7,40.3,27.1,61,91,0
37.3,39.7,27.1,70,84,0
37.3,39.1,27.1,70,78,0
36.9,38.6,27.1,35,73,0
36.3,37.9,27.1,16,67,0
35.6,37.5,27.1,15,62,0
35.6,37,27.1,15,56,0
33.6,36.2,27.1,25,46,0
30.3,35.3,27.1,36,39,0
29,34.7,27.2,35,39,0
29,34.7,27.2,35,38,0
28.3,33.8,27.2,23,34,0
28.3,33.4,27.1,12,29,0
28.2,33,27.2,9,24,0
28.2,32.7,27.1,9,19,0
28.4,32.4,27.2,8,13,0
28.4,32.1,27.2,10,8,0
28.5,31.7,27.4,13,3,0
28.6,31.4,27.5,18,0,0
28.7,31,27.6,21,0,0
28.8,30.7,27.6,22,0,0
28.9,30.4,27.6,28,0,0
29.1,30.1,27.6,29,0,0
29.1,29.9,27.6,20,0,0
29.1,29.7,27.5,10,0,0
29.1,29.6,27.4,6,0,0
28.8,29.5,27.3,12,0,0
28.7,29.4,27.3,13,0,0
28.6,29.3,27.3,10,0,0
27.9,29.1,27.2,7,0,0
27.5,29,27.2,4,0,0
27.4,28.9,27.1,3,0,0
27.4,28.9,27,1,0,0
27.4,28.8,27,0,0,0
27.3,28.9,26.9,0,0,0
27.2,29,26.9,0,0,0
27.1,29,26.9,0,0,0
27,29,27,0,0,0
26.9,29,27.2,0,0,0
26.9,28.9,27.3,0,0,0
26.8,28.9,27.3,0,0,0
26.8,28.8,27.5,0,0,0
26.8,28.7,27.5,0,0,0
26.8,28.6,27.5,0,0,0
26.8,28.6,27.5,0,0,0
26.8,28.5,27.6,0,0,0
26.9,28.5,27.8,0,0,0
26.9,28.5,28,0,0,0
26.9,28.5,28.2,0,0,0
26.8,28.5,28.3,0,0,0
26.8,28.5,28.5,0,0,0
26.8,28.4,28.5,0,0,0
26.8,28.3,28.5,0,0,0
26.8,28.1,28.4,0,0,0
26.8,28.1,28.3,0,0,0
26.8,28.3,28.1,0,0,0
26.8,28.3,28,0,0,0
26.7,28.3,27.9,0,0,0
26.7,28.4,27.8,0,0,0
26.7,28.4,27.9,0,0,0
26.7,28.3,28,0,0,0
27,28.2,28.2,0,0,0
27.4,28.2,28.3,0,0,0
27.5,28.2,28.5,0,0,0
27.3,28.2,28.5,0,0,0
27,28.1,28.4,0,0,0
26.8,28.1,28.2,0,0,0
26.6,28.1,28,0,0,0
26.4,28.1,27.9,0,0,0
26.2,28.1,27.9,0,0,0
26.1,28.2,27.8,0,0,0
25.9,28.3,27.9,0,0,0
25.8,28.3,27.9,0,0,0
25.7,28.2,27.7,0,0,0
25.7,28.3,27.7,0,0,0
25.6,28.2,27.8,0,0,0
25.6,28.1,27.8,0,0,0
25.6,28,27.8,0,0,0
25.6,27.9,27.9,0,0,0
25.6,27.9,27.9,0,0,0
25.6,27.9,27.9,0,0,0
25.5,28,27.7,0,0,0
25.5,28,27.7,0,0,0
25.6,27.9,27.7,0,0,0
25.6,27.8,27.7,0,0,0
25.7,27.8,27.7,0,0,0
25.9,27.8,27.7,0,0,0
26.2,27.8,27.7,0,0,0
26.2,27.8,27.7,0,0,0
26.5,27.8,27.6,0,0,0
26.5,27.8,27.6,0,0,0
26.5,27.8,27.5,0,0,0
26.5,27.7,27.4,0,0,0
26.6,27.8,27.5,0,0,0
26.6,27.7,27.4,0,0,0
26.8,27.6,27.4,0,0,0
26.8,27.4,27.4,0,0,0
27,27.3,27.3,0,0,0
27,27.3,27.2,0,0,0
27.1,27.2,27.2,0,0,0
27.1,27.2,27.2,0,0,0
26.9,27.1,27.2,0,0,0
26.7,27,27.2,0,0,0
26.5,27,27.5,0,0,0
26.5,26.9,27.8,0,0,1
26.3,26.9,28.1,0,0,8
26.2,26.9,28.2,0,0,8
26.1,26.8,28.4,0,0,13
26.1,26.8,28.4,0,0,17
26,26.8,28.4,0,0,25
26,26.8,28.6,0,0,34
26,26.8,28.9,0,0,44
26,26.7,29.3,0,0,52
26.5,26.6,29.7,0,0,51
26.8,26.5,29.9,0,0,66
26.9,26.5,30.5,0,0,71
26.9,26.5,30.6,0,0,72
27.1,26.5,31.2,0,0,104
26.9,26.5,32,0,0,108
26.4,26.6,32.8,0,0,138
26,26.7,33.6,0,0,151
25.7,26.7,34.6,0,0,176
25.5,26.8,35.7,0,0,191
25.6,26.9,36.6,0,0,204
25.7,27,37.6,0,0,236
25.6,27.2,38.7,0,0,266
25.6,27.3,39.6,0,0,270
25.5,27.3,40.1,0,0,284
25.4,27.4,40.9,0,0,303
25.5,27.3,41.5,0,0,343
25.6,27.4,41.9,0,0,353
25.6,27.3,42.5,0,0,385
25.6,27.4,43.5,0,0,411
25.6,27.4,44.3,0,0,426
25.5,27.4,45,0,0,436
25.4,27.3,45.6,0,0,441
25.4,27.3,44.8,0,0,413
25.4,27.3,44.6,0,0,447
25.1,27.3,44.5,0,0,438
24.8,27.2,44.9,0,0,511
24.7,27.2,45.4,0,0,542
24.7,27.2,45.9,0,0,521
24.6,27.2,46.5,0,0,370
24.5,27.2,45.3,0,0,327
24.4,27.3,43.7,0,0,384
24.4,27.3,43.1,0,0,250
24.1,27.3,41.6,0,0,249
24.1,27.3,41.5,0,0,249
24,27.2,42.1,0,0,440
24,27.2,44.5,0,0,455
24,27.2,43.5,0,0,192
24.1,27.2,40.3,0,0,88
24.1,27.1,37.8,0,0,88
24.1,27,36.4,0,0,108
24,27,35.9,0,0,176
24,26.9,36.3,0,0,204
23.9,27,37.7,0,0,312
23.9,27,41.1,0,0,597
23.8,26.9,44.7,0,0,434
23.8,27,46.8,0,1,349
23.8,27,44.9,0,4,150
23.8,27.2,41.6,0,8,80
23.8,27.3,38.7,0,12,101
23.8,27.5,37.5,0,18,113
23.9,27.7,37.1,0,24,247
23.9,27.9,37.5,0,29,378
23.9,28.2,37.5,0,35,850
23.9,28.4,48.1,0,42,850
23.9,28.7,53.1,0,48,708
23.9,29.1,54.9,0,53,706
24.1,29.4,54.9,0,58,652
24.1,29.7,55,0,64,753
24.1,30.1,56.3,0,71,887
24.1,30.7,57.8,0,76,815
24.1,31.6,57.6,0,97,834
24.2,32.1,57.7,0,119,769
24.2,33.1,58,0,130,584
24.1,34.6,55.4,0,144,673
24.1,36.2,55.8,0,165,637
23.9,37.6,56.2,0,210,836
23.9,38.7,57.7,2,236,743
24,39.5,58.2,4,256,897
24.1,40.5,60,7,287,889
24.3,41.5,61.2,10,300,885
24.4,42.1,61.5,17,291,910
24.7,41.5,61.9,26,267,739
25.1,41.8,58.6,30,321,669
25.3,42.8,55.6,39,384,574
25.6,43.9,56.4,49,362,746
25.9,43.5,58,62,247,781
26.4,43.2,58.2,72,397,821
26.5,43.4,59.3,73,293,842
26.6,43.9,60.4,74,374,737
26.7,44.2,58.8,73,341,710
26.7,44.7,58.8,68,445,803
26.9,46.2,58.8,64,489,697
27,48,58,63,525,723
27,48.3,58.7,67,418,748
27,49.1,58.9,67,490,763
27.7,48.9,58.3,115,530,705
29.1,50.4,58.2,152,456,705
30.8,50.4,57.2,168,665,620
30.8,51.7,57.5,168,495,597
33.4,50.6,57.5,194,612,591
34.6,51.2,54.2,208,415,591
35.7,49.4,54.5,212,444,510
35.7,51.2,51.7,212,659,317
37,53.3,51.2,212,614,526
37.2,51.3,52.5,214,276,488
37.3,47.8,53,230,334,500
37.3,45.9,53.8,230,212,504
37.7,44.9,53.7,250,481,483
38.3,47.6,52.9,267,658,442
38.9,52.9,51.9,292,781,448
38.9,54.5,51.6,292,377,466
40.6,52.4,52.1,336,496,435
41.3,53.3,51.4,344,771,392
41.8,55.8,50.6,343,548,388
41.5,55.1,50.6,315,435,386
41.2,51.3,48.9,283,253,318
41,47.9,48.9,276,255,311
41,45.9,47.2,302,300,241
41.6,48.4,44.6,337,840,165
42.3,54.1,43.6,280,563,254
41.3,49.5,43.6,180,199,160
39,39.4,41.8,146,188,75
38.1,30.2,39.5,251,168,58
38.4,28.1,37.7,288,173,59
38.8,28.2,37.7,286,182,61
39.2,28.6,36,282,207,83
39.5,30,36.5,291,246,113
39.5,31.9,37.1,314,298,80
40.9,33.5,37.1,339,332,80
41.9,34.7,37.7,364,366,90
42.8,37.1,38,396,637,83
42.8,43.3,37.8,396,746,75
44,50.4,37.8,424,867,70
45.6,55.5,37,502,910,65
48.9,60,36.4,712,879,58
48.9,61.6,35.8,712,864,51
53.3,61.9,35.1,510,859,46
50.7,61.8,34.6,436,853,43
48.1,61.4,34.1,364,782,38
48.1,60,33.7,364,776,33
45.7,59.7,33.7,416,796,27
46.4,59.4,32.8,499,762,24
48,58.5,32.4,566,688,19
48,58.2,32.1,566,663,13
48.1,58.1,31.7,430,704,7
46.6,59.1,31.2,446,777,3
47.5,60.6,30.9,598,781,1
47.5,61.6,30.5,598,755,0
49.9,59.9,30.3,549,469,0
50,54.7,29.9,495,520,0
50.5,54.4,29.6,501,675,0
50,55.6,29.3,467,642,0
50,55.9,29.1,392,644,0
47.9,56.1,28.9,363,604,0
46.2,57.1,28.9,343,641,0
46,56.7,28.9,364,544,0
46.7,53.5,28.9,504,495,0
48.8,53.6,29,521,643,0
49.6,54.2,28.9,469,555,0
49.1,52.8,28.8,409,302,0
49.1,48.4,28.8,409,116,0
49,44.1,28.8,500,112,0
50.1,41.2,28.6,477,74,0
49.6,39.1,28.5,406,83,0
49.6,38,28.4,406,104,0
47.9,38.3,28.2,374,295,0
46.7,40.8,28.2,337,186,0
45.9,40.4,28.1,355,148,0
45.9,40.5,28,355,278,0
44.6,42,28,233,226,0
43.1,41.8,28.1,162,142,0
41.1,41,28.2,129,175,0
41.1,40.5,28.2,129,103,0
38.2,39.3,28.2,116,101,0
37.6,38.3,28.2,139,97,0
37.4,37.2,28.1,155,95,0
37.2,36.4,28.2,142,90,0
37.2,35.7,28.3,158,78,0
37.3,35.1,28.5,166,69,0
37.6,34.6,28.6,202,70,0
38.1,34.3,28.5,238,80,0
38.1,34.4,28.5,211,103,0
35.8,34.5,28.5,176,82,0
34.1,34.3,28.4,167,61,0
33.9,34.1,28.4,169,57,0
34.7,33.7,28.4,125,53,0
34.7,33.4,28.3,81,52,0
34.1,33.1,28.2,98,54,0
34.1,33,28.1,105,60,0
33.8,33,28.1,139,66,0
34.5,33.2,28.1,153,73,0
35.1,33.3,28.2,146,69,0
35.5,33.4,28.3,114,54,0
35.2,33.2,28.2,92,41,0
34.8,32.9,28.3,94,33,0
34.5,32.6,28.3,98,27,0
34.2,32.3,28.3,111,23,0
34.2,32,28.2,111,18,0
34.4,31.8,28.2,92,14,0
34.2,31.5,28,95,10,0
34.2,31.2,27.9,99,4,0
34.2,30.9,27.9,99,1,0
34.1,30.9,28.1,77,0,0
33.8,30.3,28,63,0,0
32.8,30.1,28,53,0,0
32.8,29.9,28,53,0,0
30.4,29.8,27.7,40,0,0
29.6,29.6,27.6,32,0,0
29.2,29.5,27.4,26,0,0
29.2,29.4,27.4,26,0,0
29,29.3,27.4,14,0,0
29,29.2,27.4,13,0,0
29.2,29.2,27.4,10,0,0
29.4,29.2,27.3,8,0,0
29.5,29.3,27.3,8,0,0
29.5,29.4,27.1,6,0,0
29.4,29.5,26.9,3,0,0
29.4,29.6,26.9,1,0,0
29.3,29.6,26.8,0,0,0
29.2,29.6,26.8,0,0,0
29.1,29.5,26.8,0,0,0
29,29.5,26.8,0,0,0
29,29.4,26.7,0,0,0
28.2,29.4,26.7,0,0,0
27.9,29.4,26.7,0,0,0
27.8,29.4,26.6,0,0,0
27.8,29.3,26.5,0,0,0
27.5,29.3,26.5,0,0,0
27.4,29.3,26.5,0,0,0
27.3,29.2,26.4,0,0,0
27.3,29.1,26.4,0,0,0
27.2,28.9,26.4,0,0,0
27.1,28.5,26.5,0,0,0
27,28.3,26.5,0,0,0
27,28,26.5,0,0,0
27,27.8,26.8,0,0,0
27,27.7,26.9,0,0,0
27,27.7,27.1,0,0,0
27,27.6,27.2,0,0,0
27,27.5,27.3,0,0,0
27,27.4,27.4,0,0,0
27,27.3,27.6,0,0,0
27,27.3,27.7,0,0,0
27,27.2,27.7,0,0,0
27.1,27.3,27.6,0,0,0
27.2,27.3,27.6,0,0,0
27.4,27.3,27.6,0,0,0
27.5,27.4,27.6,0,0,0
27.6,27.5,27.6,0,0,0
27.6,27.7,27.6,0,0,0
27.6,27.8,27.5,0,0,0
27.6,27.8,27.5,0,0,0
27.7,27.8,27.6,0,0,0
27.7,27.7,27.6,0,0,0
27.7,27.7,27.6,0,0,0
27.7,27.6,27.7,0,0,0
27.7,27.5,27.7,0,0,0
27.7,27.3,27.7,0,0,0
27.7,27.3,27.7,0,0,0
27.7,27.1,27.7,0,0,0
27.7,27,27.7,0,0,0
27.7,27,27.7,0,0,0
27.7,26.9,27.7,0,0,0
27.7,26.8,27.7,0,0,0
27.8,26.7,27.8,0,0,0
27.6,26.6,27.9,0,0,0
27.3,26.6,28,0,0,0
27.3,26.5,28,0,0,0
27,26.4,28,0,0,0
27,26.4,28,0,0,0
27,26.3,28.1,0,0,0
26.9,26.4,28.2,0,0,0
26.9,26.3,28.1,0,0,0
26.9,26.3,28.2,0,0,0
26.8,26.3,28.2,0,0,0
26.8,26.2,28.2,0,0,0
26.8,26.1,28.2,0,0,0
26.8,26.1,28.2,0,0,0
26.8,26.1,28.1,0,0,0
26.8,26.1,28.1,0,0,0
26.8,26.1,28.1,0,0,0
26.7,26.1,28.1,0,0,0
26.6,26.1,28.1,0,0,0
26.5,26,28.1,0,0,0
26.5,26,28.1,0,0,0
26.6,26.1,28,0,0,0
26.6,26,28,0,0,0
26.6,26,28.2,0,0,4
26.6,26,28.2,0,0,6
26.7,26.1,28.2,0,0,8
